id,collection,type,city,street,severity,reportBy,confidence,eventId
17983,atascos,NONE,"","Monitor Araucano",0,"",0,jam_1115881106
17984,atascos,NONE,"","Antonia López de Bello",0,"",0,jam_1115865494
17985,atascos,NONE,"","Arturo Prat",0,"",0,jam_1115857814
17986,atascos,NONE,"","Obispo Javier Vásquez",0,"",0,jam_1115927230
17987,atascos,NONE,"",Marcoleta,0,"",0,jam_1115919314
17988,atascos,NONE,"",Merced,0,"",0,jam_1115834348
17989,atascos,NONE,"",Toesca,0,"",0,jam_1115857652
17990,atascos,NONE,"",Chacabuco,0,"",0,jam_1115876862
17991,atascos,NONE,"",Romero,0,"",0,jam_1115822598
17992,atascos,NONE,"",Condell,0,"",0,jam_1115850004
17993,atascos,NONE,"","Nicasio Retamales",0,"",0,jam_1115916324
17994,atascos,NONE,"","Av. Ecuador",0,"",0,jam_1115845422
17995,atascos,NONE,"",Salas,0,"",0,jam_1115931252
17996,alertas,JAM,Santiago,"Eleuterio Ramírez",0,"",0,alert_alert-242916196/23ab2f32-68fe-4d77-bebd-8053a4881c1a
17997,alertas,HAZARD,"Estación Central",Arica,0,"",0,alert_alert-242887734/3601dcca-f57a-46f8-898c-3d1dd029bb76
17998,alertas,HAZARD,Providencia,"Ramón Carnicer",0,"",0,alert_alert-242985030/d2d3b10d-5f48-4549-a9fb-c3b30b7fd6fb
17999,alertas,HAZARD,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-243048168/c5a6e143-bdac-43e3-9291-83203ac7d762
18000,alertas,POLICE,Santiago,"Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-242902699/0d5b8e5f-4e5a-44e4-9546-afb02f4b0a43
18001,alertas,HAZARD,Santiago,"Eleuterio Ramírez",0,"",0,alert_alert-242907413/b918b714-9368-4f0c-8da0-4441b44e1626
18002,alertas,POLICE,"Estación Central",Arica,0,"",0,alert_alert-242940783/802ba4f9-22c1-4954-8fe8-ea72aa15fd2c
18003,atascos,NONE,"","Copiapó",0,"",0,jam_1116049798
18004,atascos,NONE,"",Libertad,0,"",0,jam_1116061332
18005,atascos,NONE,"",Dieciocho,0,"",0,jam_1116083872
18006,atascos,NONE,"","Av. San Pablo",0,"",0,jam_1116046066
18007,atascos,NONE,"","Erasmo Escala",0,"",0,jam_1116061444
18008,atascos,NONE,"","Monitor Araucano",0,"",0,jam_1116064520
18009,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1116135448
18010,atascos,NONE,"",Maruri,0,"",0,jam_1116111414
18011,atascos,NONE,"","Dávila Baeza",0,"",0,jam_1116073268
18012,atascos,NONE,"","Arturo Prat",0,"",0,jam_1116061238
18013,atascos,NONE,"","Av. Santa Rosa",0,"",0,jam_1116068924
18014,atascos,NONE,"",Agustinas,0,"",0,jam_1116026444
18015,atascos,NONE,"","Av. Matucana",0,"",0,jam_1116083794
18016,atascos,NONE,"",Herrera,0,"",0,jam_1116037756
18017,alertas,JAM,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-242950866/2e840267-7b69-411d-9f9d-ab208d012b8a
18018,alertas,JAM,Santiago,Dieciocho,0,"",0,alert_alert-242907530/4d1b2c38-842b-4d90-97ea-2051d6197d29
18019,alertas,JAM,Santiago,Lira,0,"",0,alert_alert-242902885/14c375cc-1f61-44b6-a796-84fe28f14c50
18020,alertas,HAZARD,"Quinta Normal","Acceso Autopista Central",0,"",0,alert_alert-242950913/fca5a0df-7728-4e14-8483-2ef6cd20a7e4
18021,alertas,HAZARD,Santiago,"Huérfanos",0,"",0,alert_alert-242965573/083cc7f9-04b6-4ebb-b421-29200c3d5f11
18022,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1116268436
18023,atascos,NONE,"","Dávila Baeza",0,"",0,jam_1116284142
18024,atascos,NONE,"",Hostos,0,"",0,jam_1116331012
18025,atascos,NONE,"","Compañía de Jesús",0,"",0,jam_1116206382
18026,atascos,NONE,"","Av. Almirante Blanco Encalada",0,"",0,jam_1116284222
18027,atascos,NONE,"","Nueva Imperial",0,"",0,jam_1116233318
18028,atascos,NONE,"",Maturana,0,"",0,jam_1116315512
18029,atascos,NONE,"","Av. 10 de Julio Huamachuco",0,"",0,jam_1116300154
18030,atascos,NONE,"",Porvenir,0,"",0,jam_1116338816
18031,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1116268606
18032,atascos,NONE,"","Av. Almirante Blanco Encalada",0,"",0,jam_1116327270
18033,alertas,ACCIDENT,Santiago,"Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-243048654/f1741297-4b78-43c6-9af1-50d810628100
18034,alertas,JAM,Santiago,"Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-242951147/82ca8b3c-d536-4de8-a8ca-b75f47f7b1ed
18035,alertas,CHIT_CHAT,Independencia,"Av. Independencia",0,"",0,alert_alert-243058322/308cb6b1-8908-45cf-b104-8b75d6a0ee33
18036,alertas,ROAD_CLOSED,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-243043940/28f22e2a-84d1-4132-b4c8-26c8d276ddb0
18037,alertas,HAZARD,Santiago,"Ñuble",0,"",0,alert_alert-243063301/ac152417-3168-4599-8e46-78e3873c04ba
18038,alertas,ROAD_CLOSED,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-242931474/a8c773a0-86f1-4e32-99ee-d45d2382f0be
18039,alertas,ROAD_CLOSED,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-242990781/9f822401-9d7f-4b1b-a2e9-e672ba8d3c0f
18040,alertas,HAZARD,"Estación Central",Arica,0,"",0,alert_alert-242961185/d6f65241-7c75-4942-8e9a-fa91addbb7fd
18041,atascos,NONE,"",Cueto,0,"",0,jam_1116414602
18042,atascos,NONE,"",Arica,0,"",0,jam_1116534914
18043,atascos,NONE,"",Portugal,0,"",0,jam_1116414354
18044,atascos,NONE,"","República",0,"",0,jam_1116450214
18045,atascos,NONE,"","Enrique Mac Iver",0,"",0,jam_1116438200
18046,atascos,NONE,"","Padre Orellana",0,"",0,jam_1116534960
18047,atascos,NONE,"",Agustinas,0,"",0,jam_1116469486
18048,atascos,NONE,"","Compañía de Jesús",0,"",0,jam_1116454398
18049,atascos,NONE,"","Av. Manuel Rodríguez",0,"",0,jam_1116441866
18050,atascos,NONE,"","Nataniel Cox",0,"",0,jam_1116496164
18051,atascos,NONE,"","Dávila Baeza",0,"",0,jam_1116477494
18052,atascos,NONE,"",Serrano,0,"",0,jam_1116531020
18053,atascos,NONE,"",Herrera,0,"",0,jam_1116515906
18054,atascos,NONE,"",Vergara,0,"",0,jam_1116538966
18055,atascos,NONE,"","Arturo Prat",0,"",0,jam_1116527714
18056,alertas,JAM,Providencia,"Av. Vicuña Mackenna",0,"",0,alert_alert-242946379/2c1b0211-f328-4606-8605-d694e0db1b9b
18057,alertas,POLICE,"Estación Central","Conde del Maule",0,"",0,alert_alert-242961210/ce8c6da1-96aa-4a2f-b196-6ba0ecabaed6
18058,alertas,JAM,"Estación Central","Av. Padre Alberto Hurtado",0,"",0,alert_alert-243005805/9d65c676-cdb9-41c6-a6e5-29d4cf850358
18059,atascos,NONE,"","Tarapacá",0,"",0,jam_1116527510
18060,alertas,JAM,Santiago,"Av. Santa María",0,"",0,alert_alert-242921929/0f7add97-f6cc-4131-a176-575b215dc32b
18061,alertas,JAM,Providencia,"Av. Vicuña Mackenna",0,"",0,alert_alert-243044214/32667332-ca9b-405b-8bcd-e61f9529bd75
18062,alertas,HAZARD,Santiago,"Santa Lucía",0,"",0,alert_alert-243010743/3059e17b-1416-4cd9-b4d0-ee9cbd792c75
18063,atascos,NONE,"","Nueva Imperial",0,"",0,jam_1116715684
18064,atascos,NONE,"","Av. Carrascal",0,"",0,jam_1116661680
18065,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1116739582
18066,atascos,NONE,"","Río de Janeiro",0,"",0,jam_1116763370
18067,atascos,NONE,"",Radal,0,"",0,jam_1116735764
18068,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1116727552
18069,atascos,NONE,"","Embajador Quintana",0,"",0,jam_1116696856
18070,atascos,NONE,"","Maipú",0,"",0,jam_1116739646
18071,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1116684876
18072,atascos,NONE,"","Los Pingüinos",0,"",0,jam_1116638036
18073,alertas,HAZARD,"","Autopista Central - Eje Gral. Velásquez",0,"",0,alert_alert-243044240/2048059b-50c8-4317-b75e-be7725984168
18074,alertas,POLICE,"","Salida 0b-N > Alameda / Agustinas",0,"",0,alert_alert-242986096/4ec6e841-10ce-4c4d-ba96-0f3bd1043c39
18075,alertas,JAM,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-242986100/d2481352-8ac6-41ba-8bd1-eb6c96e493ab
18076,alertas,POLICE,"Quinta Normal","Av. San Pablo",0,"",0,alert_alert-242996221/5f7aab7f-25f2-477c-bec4-47630448e5e5
18077,alertas,HAZARD,Santiago,"Av. San Pablo",0,"",0,alert_alert-242931865/0cfa5610-8510-41d0-9b7e-aac6c580e89b
18078,alertas,HAZARD,"Estación Central",Arica,0,"",0,alert_alert-242991135/ea099142-da3d-4dc2-9872-3ea7f1b120e5
18079,alertas,HAZARD,Santiago,"Av. San Pablo",0,"",0,alert_alert-243083180/c92ee3c6-5cb6-40c9-95ea-9a758e2ed1d6
18080,atascos,NONE,"","Ricardo Matte Pérez",0,"",0,jam_1116908690
18081,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1116877460
18082,atascos,NONE,"","Juana Quinel",0,"",0,jam_1116838532
18083,atascos,NONE,"","Guardiamarina Ernesto Riquelme",0,"",0,jam_1116850314
18084,atascos,NONE,"",Matucana,0,"",0,jam_1116838540
18085,atascos,MEDIUM,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1116925106
18086,atascos,NONE,"","San Isidro",0,"",0,jam_1116925094
18087,atascos,NONE,"","Manuel Antonio Tocornal",0,"",0,jam_1116921764
18088,atascos,NONE,"","Av. Vicuña Mackenna",0,"",0,jam_1116759262
18089,atascos,NONE,"",Dieciocho,0,"",0,jam_1116323270
18090,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1116870080
18091,atascos,NONE,"",Artesanos,0,"",0,jam_1116912586
18092,atascos,NONE,"",Hostos,0,"",0,jam_1116897786
18093,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1116889336
18094,atascos,NONE,"","Padre Alonso de Ovalle",0,"",0,jam_1116892906
18095,atascos,NONE,"",Toesca,0,"",0,jam_1116892904
18096,atascos,NONE,"","Av. José Joaquín Pérez",0,"",0,jam_1115534816
18097,atascos,NONE,"",Carmen,0,"",0,jam_1116897844
18098,atascos,NONE,"","García Reyes",0,"",0,jam_1116912714
18099,alertas,ROAD_CLOSED,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-242976704/4a3866f6-e3a7-4ffb-9058-94eff0a40b6e
18100,alertas,CHIT_CHAT,Santiago,"Av. Manuel Rodríguez",0,"",0,alert_alert-242951999/963b7bde-6489-4191-a63f-60f3d26f80ad
18101,alertas,HAZARD,"Quinta Normal","Coronel Robles",0,"",0,alert_alert-243026059/1a88b30a-783c-4734-a545-a8821c203e12
18102,alertas,JAM,Santiago,"Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-243026079/42615aa4-cb3c-4719-9216-03c2cb0cceb3
18103,alertas,JAM,"Estación Central","Concón",0,"",0,alert_alert-242917570/d0eb778f-eea2-4d7b-9783-2a51f96c13b6
18104,alertas,JAM,Santiago,"Morandé",0,"",0,alert_alert-243059244/7cb9ab98-aeb9-41dc-bbc3-d1688aeac9d6
18105,alertas,HAZARD,Santiago,"Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-243011316/9c65fff0-6f5a-4dff-9960-e0a09999749e
18106,alertas,HAZARD,Santiago,"Av. Santa María",0,"",0,alert_alert-243035491/8e2810cc-965b-4eaf-975b-09799fe117ce
18107,atascos,NONE,"",Romero,0,"",0,jam_1117093628
18108,atascos,NONE,"","Juan de Barros",0,"",0,jam_1117140730
18109,atascos,NONE,"","Santa Elvira",0,"",0,jam_1117093610
18110,atascos,NONE,"","Av. Santa María",0,"",0,jam_1117093660
18111,atascos,NONE,"","Berta Fernández",0,"",0,jam_1117186872
18112,atascos,NONE,"","San Alberto Hurtado",0,"",0,jam_1117105958
18113,atascos,NONE,"","Lord Cochrane",0,"",0,jam_1117128736
18114,atascos,NONE,"","Huérfanos",0,"",0,jam_1117179182
18115,atascos,NONE,"","Av. San Pablo",0,"",0,jam_1117136170
18116,atascos,NONE,"","San Diego",0,"",0,jam_1117191252
18117,atascos,NONE,"",Libertad,0,"",0,jam_1117120608
18118,alertas,JAM,"Estación Central","San Alberto Hurtado",0,"",0,alert_alert-242932281/f465962e-1db4-4801-b9ae-80c2f71ca707
18119,alertas,POLICE,Santiago,"Av. 10 de Julio Huamachuco",0,"",0,alert_alert-243083645/7b11a4c9-55f4-43cb-a4b7-4d34ef5a8ad8
18120,alertas,JAM,Providencia,"Av. Francisco Bilbao",0,"",0,alert_alert-243049673/db95358f-58fe-4b96-a11c-51d6283578e7
18121,alertas,JAM,Santiago,"General Gana",0,"",0,alert_alert-242937211/01ab1719-d04a-4230-a6f5-702ea0cd921c
18122,alertas,JAM,Santiago,"Av. Cardenal José María Caro",0,"",0,alert_alert-243016516/b379adc0-9086-42b9-b6a6-9d77f575ac69
18123,alertas,HAZARD,"Estación Central","Las Violetas",0,"",0,alert_alert-242977115/ca616ad6-84f2-4bcf-809a-074d7b695a84
18124,atascos,NONE,"",Grajales,0,"",0,jam_1117262234
18125,atascos,NONE,"",Maule,0,"",0,jam_1117390998
18126,atascos,NONE,"",Moneda,0,"",0,jam_1117379476
18127,atascos,NONE,"","Hermanos Amunátegui",0,"",0,jam_1117316992
18128,atascos,NONE,"","San Diego",0,"",0,jam_1117305734
18129,atascos,MEDIUM,"","San Alberto Hurtado",0,"",0,jam_1117281980
18130,atascos,NONE,"","Av. Santa Rosa",0,"",0,jam_1117345212
18131,atascos,NONE,"","Claudio Gay",0,"",0,jam_1117262260
18132,atascos,NONE,"","Av. Santa María",0,"",0,jam_1117367722
18133,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1117329626
18134,atascos,NONE,"","Av. Matucana",0,"",0,jam_1117394910
18135,atascos,NONE,"",Herrera,0,"",0,jam_1117387234
18136,atascos,NONE,"","Av. Santa Rosa",0,"",0,jam_1117282020
18137,atascos,NONE,"","Av. Matucana",0,"",0,jam_1117372708
18138,atascos,NONE,"","Río de Janeiro",0,"",0,jam_1117398852
18139,atascos,NONE,"","Compañía de Jesús",0,"",0,jam_1117367926
18140,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1117395046
18141,alertas,ROAD_CLOSED,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-242957057/1f41f547-cafa-46fe-9a9b-adac7ba7b45a
18142,alertas,ROAD_CLOSED,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-243069299/1485b0b4-00dd-4ff6-9122-bd1a35acd941
18143,atascos,NONE,"","Av. Francisco Bilbao",0,"",0,jam_1117250438
18144,alertas,HAZARD,Santiago,"San Francisco",0,"",0,alert_alert-242981745/5d9bc5f3-8252-467c-b7fd-9010ebdb60c0
18145,alertas,HAZARD,"Estación Central","Las Violetas",0,"",0,alert_alert-242952399/1cc66077-7253-4dc3-b4a9-a58cc685f6fa
18146,alertas,JAM,Santiago,"Diagonal Paraguay",0,"",0,alert_alert-243049911/f8e80376-c6a3-47b6-9230-57d5beda5ecf
18147,alertas,JAM,Recoleta,"Av. Recoleta",0,"",0,alert_alert-242922790/e98d8385-478b-4e6d-ab24-ba3c8f782153
18148,alertas,CHIT_CHAT,Santiago,"Av. Manuel Rodríguez",0,"",0,alert_alert-243083962/271fbaff-e7f3-4e6d-8154-9693bd39d53c
18149,alertas,POLICE,"Estación Central","Av. María Rozas Velásquez",0,"",0,alert_alert-243016763/ae50e890-ea6f-4430-b257-e483022aa416
18150,alertas,HAZARD,Santiago,"Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-242977356/66a30dca-2250-4662-804c-990affb69d8f
18151,alertas,POLICE,"","Autopista Central",0,"",0,alert_alert-243031181/69ee277b-a483-45d7-b4b3-ebdec01f4938
18152,alertas,JAM,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-242942669/71ef8cdf-235e-4c1f-a5cc-72462407b21e
18153,alertas,ROAD_CLOSED,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-243088161/daadfdcd-245e-43b2-9c20-368abb569acb
18154,atascos,NONE,"","Nicolás Palacios",0,"",0,jam_1117569428
18155,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1117505678
18156,atascos,NONE,"","Av. Manuel Antonio Matta",0,"",0,jam_1117579682
18157,atascos,NONE,"","Manuel Thompson",0,"",0,jam_1117564118
18158,atascos,NONE,"","Padre Miguel de Olivares",0,"",0,jam_1117505740
18159,atascos,NONE,"","Huérfanos",0,"",0,jam_1117564402
18160,atascos,NONE,"","Morandé",0,"",0,jam_1117564184
18161,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1117569314
18162,atascos,NONE,"",Arica,0,"",0,jam_1117595480
18163,atascos,NONE,"","Arturo Prat",0,"",0,jam_1117591676
18164,alertas,JAM,Santiago,"Diagonal Paraguay",0,"",0,alert_alert-243069577/3058f930-37cd-41fb-8406-bb9fecf34cda
18165,alertas,JAM,Santiago,"Av. Santa María",0,"",0,alert_alert-242927867/a1f56819-e293-4837-a608-7840994d3340
18166,alertas,HAZARD,"Ñuñoa","Av. Vicuña Mackenna",0,"",0,alert_alert-242937582/dbb4ae21-2684-4559-b7e9-912cc03e3d99
18167,alertas,HAZARD,"Quinta Normal","Coronel Robles",0,"",0,alert_alert-243021878/ff54ae51-3899-44aa-ad1f-f22bda23cc62
18168,alertas,ROAD_CLOSED,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-242997304/0113cb83-a81a-4c97-9b93-cfadc5fc79aa
18169,alertas,ACCIDENT,"Estación Central","Av. María Rozas Velásquez",0,"",0,alert_alert-242992255/562d6fa4-2371-4c5a-8a64-890ccac74ccf
18170,atascos,NONE,"","Compañía de Jesús",0,"",0,jam_1117780406
18171,atascos,LARGE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1117826956
18172,atascos,NONE,"","General Gana",0,"",0,jam_1117823382
18173,atascos,NONE,"",Libertad,0,"",0,jam_1117784222
18174,atascos,NONE,"","Autopista Central",0,"",0,jam_1111432556
18175,atascos,NONE,"",Aldunate,0,"",0,jam_1117750008
18176,atascos,NONE,"",Herrera,0,"",0,jam_1117730546
18177,atascos,NONE,"","Maestra Lidia Torres",0,"",0,jam_1117827030
18178,atascos,NONE,"","García Reyes",0,"",0,jam_1117730532
18179,atascos,NONE,"",Serrano,0,"",0,jam_1117784284
18180,atascos,NONE,"","Santo Domingo",0,"",0,jam_1117815328
18181,atascos,NONE,"","General Bustamante",0,"",0,jam_1117823268
18182,atascos,NONE,"","Av. Vicuña Mackenna",0,"",0,jam_1117662742
18183,atascos,NONE,"","Av. Matucana",0,"",0,jam_1117795638
18184,atascos,NONE,"","Av. Mapocho",0,"",0,jam_1117811208
18185,atascos,NONE,"","San Alfonso",0,"",0,jam_1117773358
18186,atascos,NONE,"","Diagonal Paraguay",0,"",0,jam_1117823356
18187,alertas,POLICE,"Estación Central","San Alberto Hurtado",0,"",0,alert_alert-243074795/58167692-0a89-4f55-90c0-223ae768b2ee
18188,alertas,JAM,"","Autopista Costanera Norte",0,"",0,alert_alert-243093414/443763ab-bb72-4b79-9ac7-6338347cb991
18189,alertas,JAM,Santiago,"Av. Portales",0,"",0,alert_alert-242967481/f8cb1d81-60dc-4bbc-a68a-28e8275f2440
18190,alertas,JAM,"Quinta Normal","Av. Carrascal",0,"",0,alert_alert-243036375/613a28f8-d870-42b2-8bea-2695d5f75c9e
18191,alertas,POLICE,Santiago,"Erasmo Escala",0,"",0,alert_alert-242937814/f9f52e70-380e-410a-8e24-b11a5fdd59b2
18192,alertas,JAM,Santiago,Teatinos,0,"",0,alert_alert-242933076/988eb643-b203-4ba8-832a-169f56c9bf92
18193,atascos,LARGE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1117093620
18194,alertas,JAM,"Estación Central","San Alberto Hurtado",0,"",0,alert_alert-243045636/e699232e-7573-4416-bb3e-5fe9503ca5c9
18195,alertas,POLICE,"Lo Prado","Corredor de buses",0,"",0,alert_alert-243074947/1718a846-9000-4bc1-89d4-ff7ede667216
18196,atascos,NONE,"","Enrique Mac Iver",0,"",0,jam_1117909678
18197,atascos,NONE,"",Placer,0,"",0,jam_1118034868
18198,atascos,NONE,"","Claudio Gay",0,"",0,jam_1118011528
18199,atascos,NONE,"","Santa Elvira",0,"",0,jam_1117980816
18200,atascos,NONE,"",Arica,0,"",0,jam_1118003696
18201,atascos,NONE,"","Av. Portales",0,"",0,jam_1117977082
18202,atascos,NONE,"",Lincoln,0,"",0,jam_1117886760
18203,atascos,NONE,"","Dávila Baeza",0,"",0,jam_1118007598
18204,atascos,NONE,"",Salas,0,"",0,jam_1117921840
18205,atascos,NONE,"","Av. Ecuador",0,"",0,jam_1117886722
18206,atascos,NONE,"","Av. Manuel Rodríguez",0,"",0,jam_1117973260
18207,atascos,NONE,"","Av. Almirante Blanco Encalada",0,"",0,jam_1117964910
18208,atascos,NONE,"","Av. Manuel Antonio Matta",0,"",0,jam_1117996096
18209,atascos,NONE,"","República",0,"",0,jam_1117957190
18210,alertas,JAM,Recoleta,"Dávila Baeza",0,"",0,alert_alert-242992574/9f301237-6021-49f0-8a47-e509abbc50ca
18211,alertas,HAZARD,Santiago,Portugal,0,"",0,alert_alert-243050739/0037fcd1-f771-4e56-8a8f-54b2065400e9
18212,alertas,JAM,Recoleta,"Dávila Baeza",0,"",0,alert_alert-243113277/35412a7c-6df1-449e-b70e-9f9f4ae6754c
18213,atascos,NONE,"","Huérfanos",0,"",0,jam_1118171818
18214,atascos,NONE,"",Beauchef,0,"",0,jam_1118183602
18215,atascos,NONE,"",Beauchef,0,"",0,jam_1118187198
18216,atascos,NONE,"","Hermanos Amunátegui",0,"",0,jam_1118094726
18217,atascos,NONE,"","Salida 0-S > Alameda / Portales",0,"",0,jam_1118090646
18218,atascos,NONE,"",Salta,0,"",0,jam_1118106644
18219,atascos,NONE,"","Av. Libertador Bernardo O'Higgins",0,"",0,jam_1118183450
18220,atascos,NONE,"","Huérfanos",0,"",0,jam_1118082660
18221,atascos,NONE,"",Toesca,0,"",0,jam_1118121574
18222,atascos,NONE,"",Mapocho,0,"",0,jam_1118106476
18223,atascos,NONE,"",Dardignac,0,"",0,jam_1118148728
18224,atascos,NONE,"",Matucana,0,"",0,jam_1118136900
18225,atascos,NONE,"","Erasmo Escala",0,"",0,jam_1118106462
18226,alertas,JAM,Santiago,"Compañía de Jesús",0,"",0,alert_alert-243050952/06f18e4b-09e4-409c-852a-7359a1169fa8
18227,alertas,JAM,"Quinta Normal","Coronel Robles",0,"",0,alert_alert-243012597/ea82e056-6ab5-4254-9e9a-4ee71bc53a17
18228,alertas,JAM,Santiago,"Ñuble",0,"",0,alert_alert-243138186/e4e916e6-25aa-421d-bfd9-4822d8ad70c6
18229,alertas,POLICE,Santiago,"Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-243007777/429a1a77-998a-4f81-9c68-ab6ddb1ef203
18230,alertas,JAM,Santiago,"Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-243022530/d53fd2cf-9a7a-4bbe-a656-dd1a2e9ab05c
18231,atascos,NONE,"","Santa Isabel",0,"",0,jam_1117579678
18232,atascos,NONE,"",Marcoleta,0,"",0,jam_1118316220
18233,atascos,NONE,"",Portugal,0,"",0,jam_1118351850
18234,atascos,NONE,"",Moneda,0,"",0,jam_1118293216
18235,atascos,NONE,"","Av. Manuel Antonio Matta",0,"",0,jam_1118359780
18236,atascos,NONE,"","Av. Manuel Rodríguez",0,"",0,jam_1118355650
18237,atascos,NONE,"",Viel,0,"",0,jam_1118265818
18238,atascos,NONE,"","Padre Miguel de Olivares",0,"",0,jam_1118285570
18239,atascos,NONE,"","Av. 10 de Julio Huamachuco",0,"",0,jam_1118273910
18240,atascos,NONE,"","Maipú",0,"",0,jam_1118351952
18241,alertas,JAM,Santiago,Esperanza,0,"",0,alert_alert-243055739/0125f0d3-1ca6-4c5f-8699-6fd947b368a6
18242,atascos,NONE,"",Abtao,0,"",0,jam_1118258630
18243,atascos,NONE,"","Coronel Godoy",0,"",0,jam_1118367290
18244,atascos,NONE,"","República",0,"",0,jam_1118332210
18245,atascos,NONE,"","Coronel Robles",0,"",0,jam_1114278348
18246,atascos,NONE,"","Santiago Concha",0,"",0,jam_1118293522
18247,atascos,NONE,"",Aguirre,0,"",0,jam_1118258712
18248,alertas,HAZARD,"","Acceso a autopista Central",0,"",0,alert_alert-243089182/712f7582-aa5b-4edc-9652-d0cc90e40dee
18249,alertas,JAM,"Estación Central","San Alberto Hurtado",0,"",0,alert_alert-243133493/bcc4f07a-b973-42e4-b7e6-b5cf5e540280
18250,alertas,JAM,"Estación Central","Av. Libertador Bernardo O'Higgins",0,"",0,alert_alert-243022711/e5d9d191-b5ff-4dcf-8869-b3b51b80ca0e
18251,alertas,JAM,Santiago,Viel,0,"",0,alert_alert-243051265/a6987b2c-7ae6-43d7-b1d6-49aee7dd59cd
18252,atascos,NONE,"","Nueva Rengifo",0,"",0,jam_1118488992
18253,atascos,NONE,"",Serrano,0,"",0,jam_1118511592
18254,atascos,NONE,"",Libertad,0,"",0,jam_1118449356
18255,atascos,NONE,"",Bismarck,0,"",0,jam_1118422016
18256,atascos,NONE,"","Sergio Valdovinos",0,"",0,jam_1118496352
18257,atascos,NONE,"","Ruiz Tagle",0,"",0,jam_1118465404
18258,atascos,NONE,"",Radal,0,"",0,jam_1118523472
18259,alertas,JAM,Santiago,Serrano,0,"",0,alert_alert-243060994/a649dfa9-8c7a-4bae-8db2-5b38098ad875
18260,alertas,HAZARD,"Quinta Normal","Av. Apóstol Santiago",0,"",0,alert_alert-243065763/b9b9b55f-91d0-4573-9e29-818f83014cae
18261,alertas,HAZARD,"","Autopista Central - Eje Gral. Velásquez",0,"",0,alert_alert-243128840/4406ab14-2572-46c1-8bd5-203cbdc886b5
18262,alertas,HAZARD,Santiago,"San Martín",0,"",0,alert_alert-243173489/df898d9c-55f7-446c-9a6d-0eb189352792
18263,alertas,POLICE,Santiago,Agustinas,0,"",0,alert_alert-243163436/77e2570a-39a6-4af6-90d1-f71634256ead
18264,alertas,HAZARD,"","Autopista Central - Eje Gral. Velásquez",0,"",0,alert_alert-243099289/e2852f8a-7e87-4191-a51b-05d76db39fe2
18265,alertas,HAZARD,Santiago,"Marín",0,"",0,alert_alert-243056180/43d447f2-9c75-4ee2-b77a-33c3ae94f516
18266,atascos,NONE,"","Arturo Prat",0,"",0,jam_1118667400
18267,atascos,NONE,"","Artemio Gutiérrez",0,"",0,jam_1118590598
18268,atascos,NONE,"","Almirante Simpson",0,"",0,jam_1118640614
18269,atascos,NONE,"","Antonia López de Bello",0,"",0,jam_1118633510
18270,alertas,JAM,Santiago,"Unión Latinoamericana",0,"",0,alert_alert-243099337/5128f6ab-b890-49b3-8b34-e092db106ac3
